user ID,Name,Age,Gender,Academic Background,Field of Study,Skills,Industry Interest,Job Type Interest,Location Interest,Salary Expectation (in USD),desired company
971975,Arya,20,Male,Bachelor's Degree ,N/A,"Hospitality, Cooking, Time Management",Healthcare,Freelance,Washington DC,120000, Lockheed Martin Corporation
960523,Colt,20,Female,Master's Degree ,Graphic Design,"Adobe Photoshop, Illustrator",Marketing,Full-time,San Francisco,110000, Northrop Grumman Corporation
956395,Camryn,30,Male,Bachelor's degree,Education,"Curriculum Design, Teaching",Engineering,Full-time,Seattle,100000, Raytheon Technologies Corporation
984057,Abraham,36,Male,Master's Degree ,Marketing,"Marketing Analytics, Market Research, Advertising",Healthcare,Contract,London,130000, General Dynamics Corporation
962540,Lana,26,Female,master's degree,Mechanical Engineering,"CAD, FEA, Design for Manufacturing",Hospitality,Full-time,Miami,150000, BAE Systems plc
960711,Kyrie,22,Male,Master's Degree ,Psychology,"Counseling, Research Methods, Communication",Creative,Full-time,New York,30000, Airbus SE
971889,Calliope,55,Female,master's degree,Finance,"Financial Analysis, Investment Management",Education,Contract,Dallas,45000, Rolls-Royce Holdings plc
843469,Ronan,32,Male,Master's Degree ,Journalism,"Writing, Editing, Social Media Management",Marketing,Full-time,Miami,70000, Safran SA
974276,Felicity,24,Female,"master""s degree",Civil Engineering,"AutoCAD, Construction Management, Project Planning",Manufacturing,Full-time,San Francisco,75000, Thales Group
977884,Jax,43,Male,Bachelor's degree,Biology,"Lab Techniques, Research Methodology, Data Analysis",Healthcare,Full-time,Austin,80000, Leonardo SpA
961022,Amiya,27,Female,Master's degree,Economics,"Econometrics, Microeconomics, Statistical Analysis",Finance,Contract,Boston,40000, The Walt Disney Company
995878,Victor,29,Male," bachelor""s degree",Education,"Curriculum Design, Teaching, Classroom Management",Media,Part-time,New York,60000, Time Warner Inc
983064,Kaliyah,27,Female,Associate's degree,Public Health,"Epidemiology, Biostatistics, Health Policy",Construction,Full-time,London,20000, ViacomCBS Inc
987705,Nico,48,Male,Bachelor's degree,Graphic Design,"Adobe Creative Suite, Illustration, Typography",Science,Freelance,Chicago,50000," Netflix, Inc"
988949,Bristol,29,Female,Master's degree,Environmental Science,"GIS, Fieldwork, Environmental Policy",Consulting,Full-time,Los Angeles,90000," Amazoncom, Inc"
978533,Luca,39,Male,Bachelor's degree,International Business,"Cross-cultural Communication, Global Marketing",Education,Full-time,Toronto,90000, eBay Inc
839615,Carolyn,39,Female,Master's degree,Computer Science,"Java, Python, Data Structures",Healthcare,Internship,Washington DC,120000, Alibaba Group Holding Limited
983886,Maximo,40,Male,Bachelor's degree,Business,"Finance, Accounting, Microsoft Excel",Design,Freelance,Seattle,110000," JDcom, Inc"
957974,Sasha,35,Female,Associate's degree,health,"medicals, Customer Service, Communication",Environment,Part-time,London,100000," Baidu, Inc"
786952,Holden,23,Male,Bachelor's degree,Nursing,"Patient Care, Medical Terminology",Business,Full-time,Miami,130000, Alphabet Inc
987795,Annika,33,Female,Associate's degree,Marketing,"Digital Marketing, Social Media",Health care,Full-time, New York,150000," Facebook, Inc"
981148,Sylas,19,Female,Master's degree,Public Health,"Epidemiology, Biostatistics, Data Analysis",Finance,Contract, California,65000," Twitter, Inc"
985460,Athena,33,Female,Bachelor's degree,Mechanical Eng.,"AutoCAD, MATLAB, Robotics",healthcare,Full-time, Texas,85000, Tencent Holdings Limited
977984,Trenton,36,Male,Bachelor's degree,Computer Science,"C++, Java, Web Development",Technology,Full-time, Florida,30000, IBM Corporation
966326,Marley,26,Male,Master's degree,Architecture,"AutoCAD, SketchUp, Adobe Photoshop",Agriculture,Contract, Ohio,45000, Hewlett Packard Enterprise Company
992478,Keith,36,Male," bachelor""s degree",Accounting,"Tax Preparation, Financial Reporting, Excel",Energy,Part-time, Oregon,70000, Dell Technologies Inc
980500,Leighton,22,Female,Associate's degree,IT,"Network Security, Troubleshooting, Linux",Retail,Full-time, Colorado,75000, Intel Corporation
182833,Lincoln,21,Male,Bachelor's degree,Marketing,"Market Research, Strategic Planning",Technology,Freelance, Georgia,80000," Advanced Micro Devices, Inc"
979514,Fiona,26,Male,Bachelor's degree,Computer Science,"excel, Python, Data Structures",Transportation,Full-time, Michigan,40000, NVIDIA Corporation
962209,Jamie,35,Female,Master's degree,Computer Science,"power bi, Python, Data Structures",Marketing,Contract, Arizona,60000, Qualcomm Incorporated
983636,Paloma,19,Male," bachelor""s degree",Computer Science,"Rstudio, Python, Data Structures",Media,Part-time," Alberta, Canada",20000, Broadcom Inc
923014,Calvin,19,Female,Bachelor's degree,Computer Science,"Rstudio, Python, Data Structures",Consulting,Freelance," Sindh, Pakistan",65000," Cisco Systems, Inc"
963457,Nylah,51,Female,Master's degree,Computer Science,"Rstudio, Python, Data Structures",Technology,Full-time," Sao Paulo, Brazil",50000," Juniper Networks, Inc"
982971,Rowan,37,male,Master's degree,Industrial Engineering,Process design and optimization Lean manufacturing Quality control,Technology,Full-time," Yucatan, Mexico",90000, Ericsson AB
821735,Carmen,38,female,Bachelor's degree,Psychology,Cognitive behavioral therapy Psychometric testing Research design and analysis,Technology,Contract," Eastern Cape, South Africa",100000, Nokia Corporation
972476,Darrell,26,female,Bachelor's degree,Environmental Science,Data analysis and interpretation Ecosystem modeling Climate change adaptation planning,Technology,Part-time," Hubei, China",65000, LG Electronics Inc
968644,Journey,34,male,Master's degree,Computer Science,Algorithm design and analysis Object-oriented programming Database management,Technology,Full-time," Lombardy, Italy",85000," Samsung Electronics Co, Ltd"
968727,Arlo,22,female,Bachelor's degree,Journalism,Investigative reporting Multimedia storytelling Data journalism,technology,Freelance," Ogun, Nigeria",30000, Sony Corporation
964342,Demi,41,,Bachelor's degree,Mechanical Engineering,Material science CAD modeling and simulation Robotics,healthcare,Full-time," Odisha, India",45000, Canon Inc
966580,Griffin,32,,Bachelor's degree,Business Administration,Financial analysis and forecasting Strategic planning Project management,Construction,Full-time," Canterbury, New Zealand",70000, Fujifilm Holdings Corporation
993647,Anaya,22,,Master's degree,Biology,Genetic analysis and manipulation Microscopy and imaging techniques Field research and data collection,Technology,Internship," Paris, France",75000, Panasonic Corporation
991625,Quentin,28,,Bachelor's degree,Graphic Design,Typography and layout design Branding and identity design User experience design,media,Freelance," London, United Kingdom",85000," Konica Minolta, Inc"
962144,Gloria,45,,Master's degree,Political Science,Comparative politics international relations Political theory,construction,Part-time," Berlin, Germany",25000, Xerox Holdings Corporation
914435,Byron,33,,Bachelor's degree,Anthropology,Ethnographic field methods Cultural analysis and interpretation Linguistic anthropology,fintech,Full-time," Madrid, Spain",55000, Seagate Technology plc
762478,Maren,43,Male+D43B100D2:D62,Bachelor's degree,physcics ,Quantum mechanics Mathematical modeling and simulation Experimental design and data analysis,healthcare,Full-time," Rome, Italy",65000, Western Digital Corporation
969845,Briggs,43,Female,Master's degree,education,Curriculum design and evaluation Classroom management and instruction Educational psychology and assessment,Technology,Contract," Moscow, Russia",55000," Applied Materials, Inc"
947060,Aliza,26,Male,Bachelor's degree,marketing,Market research and analysis Brand management Digital marketing and advertising,media,Full-time," Amsterdam, Netherlands",35000, Lam Research Corporation
987727,Enoch,42,Female,Master's degree,Linguistics,Phonetics and phonology Semantics and pragmatics Language acquisition and development,healthcare,Contract," Vienna, Austria",45000, ASML Holding NV
978403,Kenzie,41,Male,Associate's degree,Architecture,Architectural drafting and design Building materials and construction techniques Sustainable design and green building,Technology,Part-time," Athens, Greece",80000, Texas Instruments Incorporated
992971,Clay,25,Female,Bachelor's Degree ,chemistry,Chemical synthesis and analysis Spectroscopy and analytical techniques Biochemistry and molecular biology,education,Full-time," Lisbon, Portugal",45000," Micron Technology, Inc"
952199,Alma,23,Male,Master's Degree ,social work ,Case management and client assessment Crisis intervention and counseling Policy analysis and advocacy,media,Freelance," Copenhagen, Denmark",55000," Analog Devices, Inc"
998103,Finnley,33,Female,Bachelor's Degree ,music,Music theory and composition Performance technique and interpretation Music technology and production,education,Full-time," Brussels, Belgium",35000," Maxim Integrated Products, Inc"
972196,Salma,24,Male,Master's Degree ,history,Historical research and interpretation Archival research and documentation Oral history interviewing and analysis,Construction,Full-time," Helsinki, Finland",75000, NXP Semiconductors NV
991426,Adriel,31,Female,Bachelor's Degree ,economics,Micro and macroeconomic analysis Econometrics and statistical analysis Game theory and decision-making,Manufacturing,Internship," Oslo, Norway",45000, ON Semiconductor Corporation
15334,Katalina,18,Female,Bachelor's Degree ,theather,Acting technique and performance Stagecraft and production design Dramaturgy and playwriting,media ,Freelance," Stockholm, Sweden",40000, Renesas Electronics Corporation
958343,Julien,37,Male,Master's Degree ,Public Health,Epidemiological research and analysis Health policy and management Community health promotion and education,media ,Full-time," Zurich, Switzerland",35000, STMicroelectronics NV
990540,Millie,31,Female,Bachelor's degree,Philosophy,Epistemology and metaphysics Ethics and moral philosophy Political and social philosophy,media,Full-time," Warsaw, Poland",30000, Schneider Electric SE
966488,Ahmad,28,Male,Master's Degree ,Criminal Justice,"Epistemology and metaphysics Ethics and moral philosophy Political and social philosophy
Criminal Justice",fintech,Contract," Budapest, Hungary",65000, ABB Ltd
589,Emmalyn,31,Male,master's degree,art history ,Art criticism and theory Museum studies and curation Visual culture and media studies,media,Full-time," Dubrovnik, Croatia",85000, Emerson Electric Co
996560,Ledger,38,Female,Master's Degree ,Mathematics,Calculus and advanced algebra Geometry and topology Probability and statistics,education,Full-time," Reykjavik, Iceland",30000, Honeywell Automation India Ltd
982978,Samara,35,Male,master's degree,sociology ,Social research methods Cultural analysis and interpretation Social inequality and stratification,media,Contract," Edinburgh, United Kingdom",45000," Rockwell Automation, Inc"
978416,Forrest,30,Female,Master's Degree ,public relation,"
Media relations and communication Crisis management and reputation repair Event planning and coordination",media,Full-time," Dublin, Ireland",70000, Siemens AG
963052,Kaylani,30,Male,"master""s degree",Philosophy,Epistemology and metaphysics Ethics and moral philosophy Political and social philosophy,media,Full-time," Prague, Czech Republic",75000, Yokogawa Electric Corporation
980420,Kaison,28,Male,Bachelor's degree,Aerospace Engineering,Aerodynamics and fluid mechanics Materials science and engineering Control systems and instrumentation,education,Full-time," Tallinn, Estonia",80000, Bombardier Inc
993944,Danna,31,Female,Master's degree,Communication Studies,Interpersonal communication and relationships Mass media and communication technology Organizational communication and management,media ,Contract," Riga, Latvia",40000, General Electric Company
981263,Maximilian,27,Male," bachelor""s degree",English Literature,Literary analysis and interpretation Creative writing and composition Rhetoric and composition theory,media,Part-time," Vilnius, Lithuania",60000, Airbus SE
981167,Itzel,23,Female,Associate's degree,Computer Science,"Java, Python, Data Structures",media,Full-time," Sofia, Bulgaria",20000, Boeing Co
966174,Titan,32,Male,Bachelor's degree,Business,"Finance, Accounting, Microsoft Excel",Manufacturing,Freelance," Bucharest, Romania",50000, Lockheed Martin Corporation
994049,Thalia,28,Female,Master's degree,N/A,"Sales, Customer Service, Communication",media,Full-time," Belgrade, Serbia",90000, BAE Systems plc
980116,Adan,24,Male,Bachelor's degree,Nursing,"Patient Care, Medical Terminology",education,Full-time," Sarajevo, Bosnia and Herzegovina",90000," Huntington Ingalls Industries, Inc"
962640,Sariyah,35,Female,Master's degree,Marketing,"Digital Marketing, Social Media",Industry Interest,Internship," Bratislava, Slovakia",120000, CACI International Inc
958557,Lance,24,Male,Bachelor's degree,Public Health,"Epidemiology, Biostatistics, Data Analysis",Technology,Freelance," Ljubljana, Slovenia",110000," Leidos Holdings, Inc"
967709,Elsie,35,Female,Associate's degree,Mechanical Eng.,"AutoCAD, MATLAB, Robotics",Finance,Part-time," Zagreb, Croatia",100000, Booz Allen Hamilton Holding Corporation
733649,Callahan,46,Male,Bachelor's degree,Computer Science,"C++, Java, Web Development",Retail,Full-time," Marseille, France",130000,continue
988800,Persephone,24,Female,Associate's degree,Architecture,"AutoCAD, SketchUp, Adobe Photoshop",Healthcare,Full-time," Lyon, France",150000, Accenture plc
978396,Crosby,27,Male,Master's degree,Culinary Arts,"Cooking, Food Safety, Kitchen Management",Marketing,Contract," Munich, Germany",65000, Capgemini SE
984866,Lillianna,33,Female,Bachelor's degree,Accounting,"Tax Preparation, Financial Reporting, Excel",Healthcare,Full-time," Hamburg, Germany",85000, Tata Consultancy Services Limited
971961,Davion,49,Male,Bachelor's degree,IT,"Network Security, Troubleshooting, Linux",Engineering,Full-time," Cologne, Germany",30000, Infosys Limited
971589,Heavenly,38,Female,Master's degree,Marketing,"Market Research, Strategic Planning",Technology,Contract," Frankfurt, Germany",45000, Wipro Limited
972396,Brixton,18,Male," bachelor""s degree",Environmental Sc.,"GIS, Environmental Sampling, Data Analysis",Architecture,Part-time," Dresden, Germany",70000, Cognizant Technology Solutions Corporation
964717,Analia,0,Female,Associate's degree,Computer Science,"Java, Python, Data Structures",Hospitality,Full-time," Salzburg, Austria",75000, IBM Corporation
977640,Nash,21,Female,Bachelor's degree,Business,"Finance, Accounting, Microsoft Excel",Finance,Freelance," Krakow, Poland",80000, Hewlett Packard Enterprise Company
977309,Rayna,35,Female,Bachelor's degree,N/A,"Sales, Customer Service, Communication",Technology,Full-time," Gdansk, Poland",40000, Oracle Corporation
980460,Jovanny,33,Male,Master's degree,Nursing,"Patient Care, Medical Terminology",Marketing,Contract," Valencia, Spain",60000, SAP SE
961434,Louisa,30,Male," bachelor""s degree",Marketing,"Digital Marketing, Social Media",Environmental Sc.,Part-time," Malaga, Spain",20000," Salesforcecom, Inc"
994246,Ahmed,23,Male,Bachelor's degree,Engineering,"MATLAB, SolidWorks, CAD",Technology,Freelance," Porto, Portugal",65000, Microsoft Corporation
917791,Bridget,29,Female,Master's degree,Psychology,"Counseling, Psychotherapy",Finance,Full-time," Krakow, Poland",50000," Amazon Web Services, Inc"
985867,Landon,23,Male,Master's degree,N/A,"Hospitality, Cooking, Time Management",Retail,Full-time," Saint Petersburg, Russia",90000, Alphabet Inc
972890,Aubrielle,32,Male,Bachelor's degree,Graphic Design,"Adobe Photoshop, Illustrator",Healthcare,Contract," Geneva, Switzerland",100000," Facebook, Inc"
979591,Arnav,23,Female,Bachelor's degree,Education,"Curriculum Design, Teaching",Marketing,Part-time, Monaco,65000," Twitter, Inc"
84909,Ingrid,52,Male,Master's degree,Marketing,"Marketing Analytics, Market Research, Advertising",Engineering,Full-time," New York City, USA",85000, Tencent Holdings Limited
968176,Alfonso,24,Female,Bachelor's degree,Mechanical Engineering,"CAD, FEA, Design for Manufacturing",Healthcare,Freelance," Los Angeles, USA",30000, Alibaba Group Holding Limited
987090,Sanaa,38,Female,Bachelor's degree,Psychology,"Counseling, Research Methods, Communication",Hospitality,Full-time," Chicago, USA",45000," Baidu, Inc"
647991,Darian,22,male,Bachelor's degree,Finance,"Financial Analysis, Investment Management",Creative,Full-time," Toronto, Canada",70000," JDcom, Inc"
962546,Aisha,37,female,Master's degree,Journalism,"Writing, Editing, Social Media Management",Education,Internship," Montreal, Canada",75000," Expedia Group, Inc"
977185,Keenan,18,female,Bachelor's degree,Civil Engineering,"AutoCAD, Construction Management, Project Planning",Marketing,Freelance," Vancouver, Canada",85000," Uber Technologies, Inc"
952925,Evalyn,27,male,Master's degree,Biology,"Lab Techniques, Research Methodology, Data Analysis",Manufacturing,Part-time," Mexico City, Mexico",25000," Airbnb, Inc"
979541,Santana,22,female,Bachelor's degree,Economics,"Econometrics, Microeconomics, Statistical Analysis",Healthcare,Full-time," Miami, USA",55000, Booking Holdings Inc
991233,Milani,34,,Bachelor's degree,Education,"Curriculum Design, Teaching, Classroom Management",Finance,Full-time," San Francisco, USA",65000," Tripadvisor, Inc"
959774,Phoenix,21,,Master's degree,Public Health,"Epidemiology, Biostatistics, Health Policy",Media,Contract," Washington DC, USA",55000, The Priceline Group Inc
986276,Kallie,26,,Bachelor's degree,Graphic Design,"Adobe Creative Suite, Illustration, Typography",Construction,Full-time," Boston, USA",35000, Agoda Company Pte Ltd
974994,Keegan,42,,Master's degree,Environmental Science,"GIS, Fieldwork, Environmental Policy",Science,Contract," Seattle, USA",45000," Rakuten, Inc"
982281,Lina,36,,Associate's degree,International Business,"Cross-cultural Communication, Global Marketing",Consulting,Part-time," Austin, USA",80000, Yahoo! Japan Corporation
969911,Kian,30,,Bachelor's Degree ,Computer Science,"Java, Python, Data Structures",Education,Full-time," Houston, USA",45000," Rakuten Mobile, Inc"
994633,Yara,32,Male+D43B100D2:D63,Master's Degree ,Business,"Finance, Accounting, Microsoft Excel",Healthcare,Freelance," Dallas, USA",55000, AT&T Inc
931752,Bently,31,Female,Bachelor's Degree ,health,"medicals, Customer Service, Communication",Design,Full-time," San Diego, USA",35000, Verizon Communications Inc
966136,Ensley,32,Male,Master's Degree ,Nursing,"Patient Care, Medical Terminology",Environment,Full-time," Phoenix, USA",75000, Comcast Corporation
951201,Cory,36,Female,Bachelor's Degree ,Marketing,"Digital Marketing, Social Media",Business,Internship," Atlanta, USA",45000," Charter Communications, Inc"
976424,Brynn,40,Male,Bachelor's Degree ,Public Health,"Epidemiology, Biostatistics, Data Analysis",Health care,Freelance," Denver, USA",40000, Vodafone Group plc
965490,Jamar,29,Female,Master's Degree ,Mechanical Eng.,"AutoCAD, MATLAB, Robotics",Finance,Full-time," Nashville, USA",35000, Orange SA
969409,Alayah,23,Male,Bachelor's degree,Computer Science,"C++, Java, Web Development",healthcare,Full-time," Portland, USA",30000, Deutsche Telekom AG
964631,Jairo,24,Female,Master's Degree ,Architecture,"AutoCAD, SketchUp, Adobe Photoshop",Technology,Contract," Calgary, Canada",65000, Telefonica SA
964494,Elora,46,Male,master's degree,Accounting,"Tax Preparation, Financial Reporting, Excel",Agriculture,Full-time," Ottawa, Canada",85000, SoftBank Group Corp
550403,Ray,32,Female,Master's Degree ,IT,"Network Security, Troubleshooting, Linux",Energy,Full-time," Quebec City, Canada",30000, Xiaomi Corporation
974225,Alianna,22,Female,master's degree,Marketing,"Market Research, Strategic Planning",Retail,Contract," Guadalajara, Mexico",45000, Lenovo Group Limited
962597,Mustafa,52,Male,Master's Degree ,Computer Science,"excel, Python, Data Structures",Technology,Full-time," Cancun, Mexico",70000, Dell Technologies Inc
972745,Averie,20,Female,"master""s degree",Computer Science,"power bi, Python, Data Structures",Transportation,Full-time," Tijuana, Mexico",75000, HP Inc
974540,Jamir,40,Male,Bachelor's degree,Computer Science,"Rstudio, Python, Data Structures",Marketing,Full-time," Edmonton, Canada",80000, Canon Inc
981247,Treasure,33,Male,Master's degree,Computer Science,"Rstudio, Python, Data Structures",Media,Contract," Winnipeg, Canada",40000, Fujitsu Limited
983984,Memphis,40,Female," bachelor""s degree",Computer Science,"Rstudio, Python, Data Structures",Consulting,Part-time," Anchorage, USA",60000, NEC Corporation
961143,Raylee,35,Male,Associate's degree,Industrial Engineering,Process design and optimization Lean manufacturing Quality control,Technology,Full-time," Honolulu, USA",20000," Ricoh Company, Ltd"
993717,Emery,23,Female,Bachelor's degree,Psychology,Cognitive behavioral therapy Psychometric testing Research design and analysis,Technology,Freelance," Tampa, USA",50000, Sony Corporation
990556,Maryam,28,Male,Master's degree,Environmental Science,Data analysis and interpretation Ecosystem modeling Climate change adaptation planning,Technology,Full-time," Charlotte, USA",90000," Konica Minolta, Inc"
981928,Brenton,29,Male,Bachelor's degree,Computer Science,Algorithm design and analysis Object-oriented programming Database management,Technology,Full-time," Philadelphia, USA",90000, Xerox Holdings Corporation
967554,Emilee,51,Female,Master's degree,Journalism,Investigative reporting Multimedia storytelling Data journalism,Technology,Internship," Las Vegas, USA",120000,apple
963066,Davin,36,Male,Bachelor's degree,Mechanical Engineering,Material science CAD modeling and simulation Robotics,technology,Freelance," Salt Lake City, USA",110000,samsung
976126,Karlie,32,Female,Associate's degree,Business Administration,Financial analysis and forecasting Strategic planning Project management,healthcare,Part-time," San Antonio, USA",100000,google
965344,Emory,36,Male,Bachelor's degree,Biology,Genetic analysis and manipulation Microscopy and imaging techniques Field research and data collection,Construction,Full-time," Indianapolis, USA",130000,merck & co
171115,Maxine,29,Female,Associate's degree,Graphic Design,Typography and layout design Branding and identity design User experience design,Technology,Full-time," Kansas City, USA",150000,ABB
974426,Cason,29,Male,Master's degree,Political Science,Comparative politics international relations Political theory,media,Contract," Columbus, USA",65000,johnson &johnson
979260,Anais,32,Female,Bachelor's degree,Anthropology,Ethnographic field methods Cultural analysis and interpretation Linguistic anthropology,construction,Full-time," Louisville, USA",85000,bechtel construction
976672,Jaycob,19,Male,Bachelor's degree,physcics ,Quantum mechanics Mathematical modeling and simulation Experimental design and data analysis,fintech,Full-time," Memphis, USA",30000,Microsoft
950634,Kenna,25,Female,Master's degree,education,Curriculum design and evaluation Classroom management and instruction Educational psychology and assessment,healthcare,Contract," New Orleans, USA",45000,bechtel construction
835673,Bodhi,42,Male," bachelor""s degree",marketing,Market research and analysis Brand management Digital marketing and advertising,Technology,Part-time," Oklahoma City, USA",70000,merck & co
967892,Henley,34,Female,Associate's degree,Linguistics,Phonetics and phonology Semantics and pragmatics Language acquisition and development,media,Full-time," Omaha, USA",75000,apple
959058,Niko,25,Male,Bachelor's degree,Architecture,Architectural drafting and design Building materials and construction techniques Sustainable design and green building,healthcare,Freelance," Pittsburgh, USA",80000,samsung
983827,Kaisley,39,Female,Bachelor's degree,chemistry,Chemical synthesis and analysis Spectroscopy and analytical techniques Biochemistry and molecular biology,Technology,Full-time," Raleigh, USA",40000,google
977582,Arnav,37,Male,Master's degree,social work ,Case management and client assessment Crisis intervention and counseling Policy analysis and advocacy,education,Contract," Sacramento, USA",60000,turner construction
980029,Landry,25,Female," bachelor""s degree",music,Music theory and composition Performance technique and interpretation Music technology and production,media,Part-time," San Jose, USA",20000,apple
930491,Shaun,22,Male,Bachelor's degree,history,Historical research and interpretation Archival research and documentation Oral history interviewing and analysis,education,Freelance," St Louis, USA",65000,samsung
969937,Rayne,21,Female,Master's degree,economics,Micro and macroeconomic analysis Econometrics and statistical analysis Game theory and decision-making,Construction,Full-time,,50000,google
965225,Camilo,22,Female,Master's degree,theather,Acting technique and performance Stagecraft and production design Dramaturgy and playwriting,Manufacturing,Full-time,New York,90000,johnson &johnson
975848,Alora,30,Female,Bachelor's degree,Public Health,Epidemiological research and analysis Health policy and management Community health promotion and education,media ,Contract,London,100000,google
963428,Dominique,32,Male,Bachelor's degree,Philosophy,Epistemology and metaphysics Ethics and moral philosophy Political and social philosophy,media ,Part-time,Chicago,65000,ABB
201139,Thalia,25,Male,Master's degree,Criminal Justice,"Epistemology and metaphysics Ethics and moral philosophy Political and social philosophy
Criminal Justice",media,Full-time,Los Angeles,85000,merck & co
989282,Braden,25,Male,Bachelor's degree,art history ,Art criticism and theory Museum studies and curation Visual culture and media studies,fintech,Freelance,Toronto,30000,terrabog professional services 
934677,Mavis,23,Female,Bachelor's degree,Mathematics,Calculus and advanced algebra Geometry and topology Probability and statistics,media,Full-time,Washington DC,45000,amazon
988708,Brodie,47,Male,Bachelor's degree,sociology ,Social research methods Cultural analysis and interpretation Social inequality and stratification,education,Full-time,San Francisco,70000,terrabog professional services 
965298,Liv,23,Male,Master's degree,public relation,"
Media relations and communication Crisis management and reputation repair Event planning and coordination",media,Internship,Seattle,75000,samsung
963331,Camron,43,Female,Bachelor's degree,Philosophy,Epistemology and metaphysics Ethics and moral philosophy Political and social philosophy,media,Freelance,London,85000,lockheed martin engineering 
965008,Jolene,23,Male,Master's degree,Aerospace Engineering,Aerodynamics and fluid mechanics Materials science and engineering Control systems and instrumentation,media,Part-time,Miami,25000,merck & co
957668,Trent,43,Female,Bachelor's degree,Communication Studies,Interpersonal communication and relationships Mass media and communication technology Organizational communication and management,education,Full-time,New York,55000,google
695413,Celine,40,Female,Bachelor's degree,English Literature,Literary analysis and interpretation Creative writing and composition Rhetoric and composition theory,media ,Full-time,Dallas,65000,terrabog professional services 
980600,Alexzander,45,male,Master's degree,Computer Science,"Java, Python, Data Structures",media,Contract,Los Angeles,55000,china state construction
982609,Casey,26,female,Bachelor's degree,Business,"Finance, Accounting, Microsoft Excel",media,Full-time,Vancouver,35000,terrabog professional services 
993273,Giovanny,45,female,Master's degree,N/A,"Sales, Customer Service, Communication",Manufacturing,Contract,New York,45000, Amazon
990563,Emmalee,22,male,Associate's degree,Nursing,"Patient Care, Medical Terminology",media,Part-time,London,80000, Apple
382,Kase,39,female,Bachelor's Degree ,Marketing,"Digital Marketing, Social Media",education,Full-time,Chicago,45000, Microsoft
977746,Tatiana,0,,Master's Degree ,Public Health,"Epidemiology, Biostatistics, Data Analysis",Industry Interest,Freelance,Los Angeles,55000, Google
975464,Donte,29,,Bachelor's Degree ,Mechanical Eng.,"AutoCAD, MATLAB, Robotics",Technology,Full-time,Toronto,35000, Facebook
958968,Cataleya,20,,Master's Degree ,Computer Science,"C++, Java, Web Development",Finance,Full-time,Houston,75000, Alibaba Group
958991,Jabari,44,,Bachelor's Degree ,Architecture,"AutoCAD, SketchUp, Adobe Photoshop",Retail,Internship,Miami,45000,johnson &johnson
978832,Marianna,18,,Bachelor's Degree ,Culinary Arts,"Cooking, Food Safety, Kitchen Management",Healthcare,Freelance,San Francisco,40000,oracle
963708,Steve,21,,Master's Degree ,Accounting,"Tax Preparation, Financial Reporting, Excel",Marketing,Full-time,Austin,35000,merck & co
960118,Kinley,32,Male+D43B100D2:D64,Bachelor's degree,IT,"Network Security, Troubleshooting, Linux",Healthcare,Full-time,Boston,30000,merck & co
584463,Kylan,24,Female,Master's Degree ,Marketing,"Market Research, Strategic Planning",Engineering,Contract,New York,65000, Amazon
958895,Kyndall,53,Male,master's degree,Environmental Sc.,"GIS, Environmental Sampling, Data Analysis",Technology,Full-time,London,85000, Apple
984384,Clarence,35,Female,Master's Degree ,Computer Science,"Java, Python, Data Structures",Architecture,Full-time,Chicago,30000, Microsoft
771627,Rhea,23,Male,master's degree,Business,"Finance, Accounting, Microsoft Excel",Hospitality,Contract,Los Angeles,45000, Google
974262,Koen,34,Female,Master's Degree ,N/A,"Sales, Customer Service, Communication",Finance,Full-time,Toronto,70000, Facebook
992208,Mae,21,Male,"master""s degree",Nursing,"Patient Care, Medical Terminology",Technology,Full-time,Washington DC,75000, Alibaba Group
989380,Tyrell,46,Female,Bachelor's degree,Marketing,"Digital Marketing, Social Media",Marketing,Full-time,San Francisco,80000, Tencent Holdings
981596,Winter,30,Male,Master's degree,Engineering,"MATLAB, SolidWorks, CAD",Environmental Sc.,Contract,Seattle,40000, Samsung Electronics
37605,Valentin,24,Female," bachelor""s degree",Psychology,"Counseling, Psychotherapy",Technology,Part-time,London,60000, Intel
991299,Emalyn,43,Female,Associate's degree,N/A,"Hospitality, Cooking, Time Management",Finance,Full-time,Miami,20000, IBM
988648,Stephon,30,Male,Bachelor's degree,Graphic Design,"Adobe Photoshop, Illustrator",Retail,Freelance,New York,50000, Cisco Systems
959968,Maylee,31,Female,Master's degree,Education,"Curriculum Design, Teaching",Healthcare,Full-time,Dallas,90000, Oracle
976169,Kaidence,24,Male,Bachelor's degree,Marketing,"Marketing Analytics, Market Research, Advertising",Marketing,Full-time,Miami,90000, Dell Technologies
699058,Hadassah,34,Male,Master's degree,Mechanical Engineering,"CAD, FEA, Design for Manufacturing",Engineering,Internship,San Francisco,120000, HP Inc
953406,Dangelo,25,Female,Bachelor's degree,Psychology,"Counseling, Research Methods, Communication",Healthcare,Freelance,Austin,110000, Sony
974401,Zendaya,45,Male,Associate's degree,Finance,"Financial Analysis, Investment Management",Hospitality,Part-time,Boston,100000, Nokia
967951,Darryl,40,Female,Bachelor's degree,Journalism,"Writing, Editing, Social Media Management",Creative,Full-time,New York,130000, Netflix
963339,Kairi,41,Male,Associate's degree,Civil Engineering,"AutoCAD, Construction Management, Project Planning",Education,Full-time,London,150000, Uber Technologies
983873,Tariq,25,Male,Master's degree,Biology,"Lab Techniques, Research Methodology, Data Analysis",Marketing,Contract,Chicago,65000, Airbnb
